Full Name,Birth Date (YYYY-MM-DD),Birth City,Birth State/Province (if applicable),Birth Country,Primary Profession,Primary Research Area,Major Contribution
Albert Sedaris 293,1904-08-09,Edinburgh,,United Kingdom,Poet & Literary Critic,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Haruki Pinter 294,1965-02-14,Berlin,,Germany,Screenplay Writer,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Arthur Herbert 295,1922-11-19,Moscow,,Russia,Fantasy & Adventure Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Haruki Tolkien 296,1938-08-22,Lagos,,Nigeria,Literary Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Albert Foster Wallace 297,1974-01-12,Vancouver,British Columbia,Canada,Poetry Laureate,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Agatha Miller 298,1969-04-14,New York City,New York,United States,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Kurt Herbert 299,1936-07-18,Sydney,New South Wales,Australia,Literary Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Samuel O'Neill 300,1928-02-25,Moscow,,Russia,Poetry Laureate,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Haruki Rowling 301,1911-09-17,Sydney,New South Wales,Australia,Poet & Literary Critic,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Frank Asimov 302,1937-06-21,Paris,,France,Comic Book Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Stan Dahl 303,1961-08-02,New York City,New York,United States,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Jorge Herbert 304,1938-04-07,Vancouver,British Columbia,Canada,Science Fiction Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Virginia Camus 305,1944-03-05,Lagos,,Nigeria,Dramatic Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
C.S. Le Guin 306,1972-07-16,Berlin,,Germany,Literary Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Stan Smith 307,1937-11-09,Berlin,,Germany,Comic Book Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Zadie Tolkien 308,1931-06-22,Tokyo,,Japan,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Virginia O'Neill 309,1989-08-05,Vienna,,Austria,Screenplay Writer,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
Frank Morrison 310,1915-05-15,Moscow,,Russia,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Tennessee Neruda 311,1915-05-26,Lagos,,Nigeria,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Frank Smith 312,1920-04-04,Lagos,,Nigeria,Poet & Literary Critic,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Ursula Foster Wallace 313,1943-06-11,Paris,,France,Novelist & Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
J.K. Hemingway 314,1986-07-26,Tokyo,,Japan,Fantasy & Adventure Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Toni Garcia Marquez 315,1953-06-26,Chicago,Illinois,United States,Screenplay Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Advancing Modernist Narrative Techniques and Psychological Realism
Ray Tolkien 316,1963-02-23,Paris,,France,Novelist & Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Arthur Gaiman 317,1983-07-04,Vancouver,British Columbia,Canada,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Neil Moore 318,1944-10-28,Vancouver,British Columbia,Canada,Poet & Literary Critic,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
C.S. Le Guin 319,1956-11-02,Sydney,New South Wales,Australia,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Tennessee Miller 320,1960-05-22,Tokyo,,Japan,Fantasy & Adventure Writer,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Simone De Beauvoir 321,1947-08-07,Moscow,,Russia,Fantasy & Adventure Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Neil Kafka 322,1915-01-16,Mumbai,Maharashtra,India,Novelist & Author,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Ernest Adichie 323,1968-09-23,Dublin,,Ireland,Poetry Laureate,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Ernest Herbert 324,1944-11-11,Vienna,,Austria,Comic Book Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Kurt Vonnegut 325,1963-09-13,Berlin,,Germany,Poet & Literary Critic,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Tennessee Vonnegut 326,1951-02-01,San Francisco,California,United States,Non-Fiction & Essayist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Toni Pinter 327,1922-09-03,Lagos,,Nigeria,Novelist & Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
J.K. De Beauvoir 328,1951-09-12,Prague,,Czech Republic,Novelist & Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
Chimamanda Sedaris 329,1945-11-17,New York City,New York,United States,Screenwriter & Playwright,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Tennessee Herbert 330,1925-11-21,New York City,New York,United States,Fantasy & Adventure Writer,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Virginia Pinter 331,1982-02-18,Prague,,Czech Republic,Graphic Novelist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Tennessee De Beauvoir 332,1939-12-10,Santiago,,Chile,Poet & Literary Critic,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
C.S. Sedaris 333,1927-12-17,Vienna,,Austria,Poetry Laureate,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
J.R.R. Huxley 334,1948-07-24,Buenos Aires,,Argentina,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
George Borges 335,1987-03-02,Mumbai,Maharashtra,India,Literary Fiction Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Advancing Modernist Narrative Techniques and Psychological Realism
Arthur Bradbury 336,1989-01-19,Lagos,,Nigeria,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Stephen R.R. Martin 337,1923-03-14,Vancouver,British Columbia,Canada,Poetry Laureate,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
Harold Foster Wallace 338,1929-12-26,Boston,Massachusetts,United States,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Ernest Pinter 339,1973-05-22,Vancouver,British Columbia,Canada,Non-Fiction & Essayist,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Roald Camus 340,1905-01-20,Mumbai,Maharashtra,India,Screenwriter & Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Haruki Garcia Lorca 341,1946-04-09,Edinburgh,,United Kingdom,Non-Fiction & Essayist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Tom Camus 342,1933-05-15,Mumbai,Maharashtra,India,Novelist & Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
J.R.R. Hemingway 343,1926-11-22,Paris,,France,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Federico Dahl 344,1979-07-28,Vancouver,British Columbia,Canada,Non-Fiction & Essayist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Gabriel King 345,1924-04-16,Mumbai,Maharashtra,India,Graphic Novelist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Virginia Asimov 346,1933-03-17,New York City,New York,United States,Comic Book Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Chimamanda Beckett 347,1918-06-26,Toronto,Ontario,Canada,Screenplay Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Tennessee Pinter 348,1982-08-23,Chicago,Illinois,United States,Science Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
C.S. Sedaris 349,1960-11-18,Dublin,,Ireland,Fantasy & Adventure Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Tennessee Murakami 350,1902-08-07,Vancouver,British Columbia,Canada,Literary Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
C.S. Stoppard 351,1932-04-17,Toronto,Ontario,Canada,Novelist & Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Virginia Angelou 352,1924-06-17,Berlin,,Germany,Non-Fiction & Essayist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
George R.R. Martin 353,1988-01-02,San Francisco,California,United States,Novelist & Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Advancing Modernist Narrative Techniques and Psychological Realism
Ray Stoppard 354,1978-03-15,Moscow,,Russia,Literary Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Arthur Lee 355,1962-09-17,Paris,,France,Poet & Literary Critic,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Haruki Neruda 356,1965-09-09,Chicago,Illinois,United States,Non-Fiction & Essayist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
Harold Adichie 357,1968-02-19,Paris,,France,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Franz Foster Wallace 358,1926-09-04,San Francisco,California,United States,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Gabriel Garcia Lorca 359,1907-05-11,Santiago,,Chile,Dramatic Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Agatha Adichie 360,1959-10-13,San Francisco,California,United States,Non-Fiction & Essayist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Albert O'Neill 361,1915-12-08,Paris,,France,Fantasy & Adventure Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
George Gaiman 362,1936-03-28,Moscow,,Russia,Poet & Literary Critic,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Franz Vonnegut 363,1910-01-03,Chicago,Illinois,United States,Novelist & Author,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Haruki Dahl 364,1917-10-05,Vancouver,British Columbia,Canada,Screenwriter & Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Albert Hemingway 365,1980-06-11,Sydney,New South Wales,Australia,Science Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Haruki King 366,1961-12-23,Berlin,,Germany,Screenplay Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Tennessee Tolkien 367,1974-05-19,Paris,,France,Science Fiction Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Maya Foster Wallace 368,1966-02-20,Sydney,New South Wales,Australia,Dramatic Playwright,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Franz Hemingway 369,1943-01-04,Moscow,,Russia,Literary Fiction Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Zadie Woolf 370,1988-01-09,Vancouver,British Columbia,Canada,Poet & Literary Critic,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
David Miller 371,1952-09-04,Vienna,,Austria,Fantasy & Adventure Writer,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Eugene Beckett 372,1904-07-08,Moscow,,Russia,Poetry Laureate,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Tennessee King 373,1979-10-26,San Francisco,California,United States,Screenwriter & Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
David Clarke 374,1921-12-03,Berlin,,Germany,Comic Book Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Stephen Sedaris 375,1939-07-25,Vienna,,Austria,Graphic Novelist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Pablo Rowling 376,1950-10-11,Dublin,,Ireland,Novelist & Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Agatha Stoppard 377,1937-01-10,Dublin,,Ireland,Graphic Novelist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Ursula Asimov 378,1909-09-11,Buenos Aires,,Argentina,Poet & Literary Critic,Magical Realism & Post-Colonial Cultural Identity in Fiction,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Neil Woolf 379,1950-02-10,Santiago,,Chile,Graphic Novelist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Alan Smith 380,1913-09-17,Lagos,,Nigeria,Comic Book Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Samuel Smith 381,1924-05-18,Santiago,,Chile,Literary Fiction Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Arthur O'Neill 382,1989-05-01,Chicago,Illinois,United States,Poetry Laureate,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Albert King 383,1934-07-28,Boston,Massachusetts,United States,Literary Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Gabriel Morrison 384,1959-05-09,Vienna,,Austria,Comic Book Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
C.S. King 385,1950-09-03,Prague,,Czech Republic,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Stephen O'Neill 386,1987-07-24,Vienna,,Austria,Non-Fiction & Essayist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Ursula Murakami 387,1938-04-14,Mumbai,Maharashtra,India,Graphic Novelist,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Aldous Orwell 388,1918-12-11,New York City,New York,United States,Novelist & Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
J.K. Moore 389,1906-09-18,Moscow,,Russia,Poet & Literary Critic,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Federico Borges 390,1907-06-07,Vienna,,Austria,Screenwriter & Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Franz Moore 391,1962-07-03,Berlin,,Germany,Screenplay Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Zadie Morrison 392,1947-03-16,Toronto,Ontario,Canada,Graphic Novelist,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Arthur Garcia Lorca 393,1909-05-28,Vancouver,British Columbia,Canada,Screenwriter & Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Stan Beckett 394,1915-09-07,Berlin,,Germany,Graphic Novelist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Simone De Beauvoir 395,1931-07-19,Vienna,,Austria,Screenplay Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
C.S. Morrison 396,1901-06-24,London,,United Kingdom,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
David Pinter 397,1961-05-14,Mumbai,Maharashtra,India,Screenwriter & Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Jorge Camus 398,1906-02-06,Santiago,,Chile,Non-Fiction & Essayist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Defining Magical Realism in World Literature and Latin American Prose
Albert Morrison 399,1940-11-13,Mumbai,Maharashtra,India,Screenwriter & Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Ray Christie 400,1940-10-04,Vancouver,British Columbia,Canada,Non-Fiction & Essayist,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Ursula Neruda 401,1987-07-08,Chicago,Illinois,United States,Poetry Laureate,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Toni Angelou 402,1970-03-03,Vienna,,Austria,Comic Book Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Ursula Murakami 403,1984-03-12,London,,United Kingdom,Poetry Laureate,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
David Bradbury 404,1901-02-28,Mumbai,Maharashtra,India,Poet & Literary Critic,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Jorge De Beauvoir 405,1902-07-13,Tokyo,,Japan,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
J.R.R. Hemingway 406,1909-09-19,Chicago,Illinois,United States,Comic Book Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Alan Pinter 407,1979-06-26,Tokyo,,Japan,Science Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Stan Orwell 408,1936-10-23,Boston,Massachusetts,United States,Fantasy & Adventure Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Arthur Dahl 409,1941-10-26,Berlin,,Germany,Screenplay Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Franz Neruda 410,1916-02-20,Lagos,,Nigeria,Poet & Literary Critic,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Kurt Huxley 411,1989-07-04,San Francisco,California,United States,Graphic Novelist,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Simone Bradbury 412,1977-10-22,Edinburgh,,United Kingdom,Science Fiction Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Chimamanda Beckett 413,1908-10-07,Chicago,Illinois,United States,Comic Book Writer,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Ursula Lee 414,1940-02-05,London,,United Kingdom,Screenwriter & Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Stephen Bradbury 415,1926-07-07,Vienna,,Austria,Dramatic Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Maya Rowling 416,1901-10-02,Mumbai,Maharashtra,India,Screenwriter & Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Virginia Miller 417,1935-03-04,Buenos Aires,,Argentina,Fantasy & Adventure Writer,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Zadie Borges 418,1911-10-28,Tokyo,,Japan,Screenplay Writer,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Frank Murakami 419,1944-02-24,Chicago,Illinois,United States,Novelist & Author,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Eugene Le Guin 420,1950-02-15,Tokyo,,Japan,Science Fiction Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Frank Sedaris 421,1911-02-22,Tokyo,,Japan,Poet & Literary Critic,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
George O'Neill 422,1904-08-04,Lagos,,Nigeria,Screenwriter & Playwright,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Tennessee Foster Wallace 423,1960-10-08,San Francisco,California,United States,Dramatic Playwright,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Eugene O'Neill 424,1937-03-20,San Francisco,California,United States,Fantasy & Adventure Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
J.R.R. Camus 425,1914-12-25,Mumbai,Maharashtra,India,Science Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
George Pinter 426,1963-02-21,Tokyo,,Japan,Poet & Literary Critic,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Virginia Lee 427,1907-09-14,Dublin,,Ireland,Fantasy & Adventure Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Aldous Pinter 428,1969-11-28,Moscow,,Russia,Poetry Laureate,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
George Kafka 429,1957-09-08,Berlin,,Germany,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Isaac Kafka 430,1950-07-10,Paris,,France,Graphic Novelist,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Haruki Pinter 431,1980-04-10,Vienna,,Austria,Graphic Novelist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Virginia Huxley 432,1920-03-03,Sydney,New South Wales,Australia,Literary Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Virginia Herbert 433,1921-03-26,Chicago,Illinois,United States,Non-Fiction & Essayist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Haruki Camus 434,1965-04-23,Moscow,,Russia,Poet & Literary Critic,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Frank Angelou 435,1988-02-14,Buenos Aires,,Argentina,Graphic Novelist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
David Beckett 436,1923-08-11,Berlin,,Germany,Graphic Novelist,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Ray Angelou 437,1949-08-01,Edinburgh,,United Kingdom,Literary Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Alan Kafka 438,1908-12-17,New York City,New York,United States,Science Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
